timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-27 22:47:15,307106751,108449792,14247807,21049344,,,19006592,319119360,122396477,709955584,158292650,139157504,14325603,250560512,172618253,389718016,321354558,129499136,493972811,519217152,141403069,1029074944,635375880,1548292096,,,,,14247807,21049344,18643267,28585984,,,,,,,,,3416,6254592,679384,12087296,262322834,29331456,84036148,22593536,26606285,24719360,31717567,14016512,5509,6545408,658490,12386304,4446,6217728,676710,12177408,18162170,22937600,20495668,13053952,2091,6418432,705733,12124160,0,6025216,679683,12132352,11305653,134737920,1489550,47378432,1530400,68444160,,,,,,,,
2025-03-27 22:47:25,350355367,109920256,14004434,21049344,,,19261558,321568768,135700522,708390912,172010727,139173888,14333864,250494976,186344591,389668864,364359801,130969600,550704392,520638464,154962080,1029959680,705666472,1550598144,,,,,14004434,21049344,15518997,28676096,,,,,,,,,3482,6254592,762309,12087296,300469954,29954048,94582382,23203840,28428560,24457216,37151102,13586432,0,6545408,691613,12124160,1141,6217728,703374,12177408,21447740,24047616,21132432,13053952,1813,6418432,688330,12124160,2677,6025216,780188,12140544,10658965,134815744,1846489,47190016,1828410,68489216,,,,,,,,
2025-03-27 22:47:36,350355367,109920256,14004434,21049344,,,19261558,321568768,135700522,708390912,172010727,139173888,14333864,250494976,186344591,389668864,364359801,130969600,550704392,520638464,154962080,1029959680,705666472,1550598144,,,,,14004434,21049344,15518997,28676096,,,,,,,,,3482,6254592,762309,12087296,300469954,29954048,94582382,23203840,28428560,24457216,37151102,13586432,0,6545408,691613,12124160,1141,6217728,703374,12177408,21447740,24047616,21132432,13053952,1813,6418432,688330,12124160,2677,6025216,780188,12140544,10658965,134815744,1846489,47190016,1828410,68489216,,,,,,,,
2025-03-27 22:47:46,293659502,111616000,14155448,21049344,,,21010434,301199360,107378640,708923392,159862126,139964416,14025159,250937344,173887285,390901760,307814950,132665344,481702235,523567104,128389074,1010122752,610091309,1533689856,,,,,14155448,21049344,16034144,28667904,,,,,,,,,1128,6254592,708443,12361728,246007957,32780288,88365802,22695936,27929015,24432640,34861065,13824000,5616,6545408,701288,12128256,4972,6217728,734706,12439552,19706339,22941696,16926947,13574144,3438,6418432,791045,12132352,1037,6025216,738686,12140544,10431438,135237632,1725788,47230976,1867933,68468736,,,,,,,,
2025-03-27 22:47:56,293659502,111616000,14155448,21049344,,,21010434,301199360,107378640,708923392,159862126,139964416,14025159,250937344,173887285,390901760,307814950,132665344,481702235,523567104,128389074,1010122752,610091309,1533689856,,,,,14155448,21049344,16034144,28667904,,,,,,,,,1128,6254592,708443,12361728,246007957,32780288,88365802,22695936,27929015,24432640,34861065,13824000,5616,6545408,701288,12128256,4972,6217728,734706,12439552,19706339,22941696,16926947,13574144,3438,6418432,791045,12132352,1037,6025216,738686,12140544,10431438,135237632,1725788,47230976,1867933,68468736,,,,,,,,
2025-03-27 22:48:06,293659502,111616000,14155448,21049344,,,21010434,301199360,107378640,708923392,159862126,139964416,14025159,250937344,173887285,390901760,307814950,132665344,481702235,523567104,128389074,1010122752,610091309,1533689856,,,,,14155448,21049344,16034144,28667904,,,,,,,,,1128,6254592,708443,12361728,246007957,32780288,88365802,22695936,27929015,24432640,34861065,13824000,5616,6545408,701288,12128256,4972,6217728,734706,12439552,19706339,22941696,16926947,13574144,3438,6418432,791045,12132352,1037,6025216,738686,12140544,10431438,135237632,1725788,47230976,1867933,68468736,,,,,,,,
2025-03-27 22:48:16,341053014,107737088,13947360,21049344,,,17373077,301617152,130331865,700653568,146962298,140595200,13609881,245374976,160572179,385970176,355000374,128786432,515572553,514756608,147704942,1002270720,663277495,1517027328,,,,,13947360,21049344,14051808,29536256,,,,,,,,,1354,6254592,695519,12099584,298576293,28614656,78143840,22659072,23653238,24502272,32783488,14389248,1933,6545408,743088,12390400,0,6217728,654266,12181504,18820196,23158784,18480755,13066240,0,6418432,691064,12132352,0,6025216,718470,12140544,10085549,134291456,1429915,47230976,2094417,63852544,,,,,,,,
2025-03-27 22:48:27,341053014,107737088,13947360,21049344,,,17373077,301617152,130331865,700653568,146962298,140595200,13609881,245374976,160572179,385970176,355000374,128786432,515572553,514756608,147704942,1002270720,663277495,1517027328,,,,,13947360,21049344,14051808,29536256,,,,,,,,,1354,6254592,695519,12099584,298576293,28614656,78143840,22659072,23653238,24502272,32783488,14389248,1933,6545408,743088,12390400,0,6217728,654266,12181504,18820196,23158784,18480755,13066240,0,6418432,691064,12132352,0,6025216,718470,12140544,10085549,134291456,1429915,47230976,2094417,63852544,,,,,,,,
2025-03-27 22:48:37,341053014,107737088,13947360,21049344,,,17373077,301617152,130331865,700653568,146962298,140595200,13609881,245374976,160572179,385970176,355000374,128786432,515572553,514756608,147704942,1002270720,663277495,1517027328,,,,,13947360,21049344,14051808,29536256,,,,,,,,,1354,6254592,695519,12099584,298576293,28614656,78143840,22659072,23653238,24502272,32783488,14389248,1933,6545408,743088,12390400,0,6217728,654266,12181504,18820196,23158784,18480755,13066240,0,6418432,691064,12132352,0,6025216,718470,12140544,10085549,134291456,1429915,47230976,2094417,63852544,,,,,,,,
2025-03-27 22:48:47,286481102,111099904,12852640,21049344,,,18826808,286842880,121889765,699908096,160036083,140328960,13166770,243806208,173202853,384135168,299333742,132149248,472536595,516284416,140716573,986750976,613253168,1503035392,,,,,12852640,21049344,17687576,28803072,,,,,,,,,3953,6254592,652921,12099584,240024188,31997952,84422676,22896640,25946195,24784896,34445331,14299136,2635,6545408,661499,12140544,5080,6217728,701317,12718080,20490567,22855680,20167006,13099008,3814,6418432,652173,12132352,4670,6025216,645584,12140544,10227941,132444160,1421737,47497216,1517092,63864832,,,,,,,,
2025-03-27 22:48:57,286481102,111099904,12852640,21049344,,,18826808,286842880,121889765,699908096,160036083,140328960,13166770,243806208,173202853,384135168,299333742,132149248,472536595,516284416,140716573,986750976,613253168,1503035392,,,,,12852640,21049344,17687576,28803072,,,,,,,,,3953,6254592,652921,12099584,240024188,31997952,84422676,22896640,25946195,24784896,34445331,14299136,2635,6545408,661499,12140544,5080,6217728,701317,12718080,20490567,22855680,20167006,13099008,3814,6418432,652173,12132352,4670,6025216,645584,12140544,10227941,132444160,1421737,47497216,1517092,63864832,,,,,,,,
2025-03-27 22:49:08,286481102,111099904,12852640,21049344,,,18826808,286842880,121889765,699908096,160036083,140328960,13166770,243806208,173202853,384135168,299333742,132149248,472536595,516284416,140716573,986750976,613253168,1503035392,,,,,12852640,21049344,17687576,28803072,,,,,,,,,3953,6254592,652921,12099584,240024188,31997952,84422676,22896640,25946195,24784896,34445331,14299136,2635,6545408,661499,12140544,5080,6217728,701317,12718080,20490567,22855680,20167006,13099008,3814,6418432,652173,12132352,4670,6025216,645584,12140544,10227941,132444160,1421737,47497216,1517092,63864832,,,,,,,,
2025-03-27 22:49:18,293139010,108544000,13612813,21049344,,,19638175,287166464,129516547,701927424,153640404,140566528,13009312,243695616,166649716,384262144,306751823,129593344,473401539,513855488,149154722,989093888,622556261,1502949376,,,,,13612813,21049344,15359442,29077504,,,,,,,,,1245,6254592,737532,12099584,248254061,28667904,79008675,22245376,27166354,24944640,36316238,14626816,0,6545408,682646,12140544,0,6217728,663139,12713984,17713169,23470080,19454871,13385728,1237,6418432,732200,12136448,2944,6025216,685661,12140544,9532963,132657152,1857122,47165440,1619227,63873024,,,,,,,,
2025-03-27 22:49:28,293139010,108544000,13612813,21049344,,,19638175,287166464,129516547,701927424,153640404,140566528,13009312,243695616,166649716,384262144,306751823,129593344,473401539,513855488,149154722,989093888,622556261,1502949376,,,,,13612813,21049344,15359442,29077504,,,,,,,,,1245,6254592,737532,12099584,248254061,28667904,79008675,22245376,27166354,24944640,36316238,14626816,0,6545408,682646,12140544,0,6217728,663139,12713984,17713169,23470080,19454871,13385728,1237,6418432,732200,12136448,2944,6025216,685661,12140544,9532963,132657152,1857122,47165440,1619227,63873024,,,,,,,,
2025-03-27 22:49:39,293139010,108544000,13612813,21049344,,,19638175,287166464,129516547,701927424,153640404,140566528,13009312,243695616,166649716,384262144,306751823,129593344,473401539,513855488,149154722,989093888,622556261,1502949376,,,,,13612813,21049344,15359442,29077504,,,,,,,,,1245,6254592,737532,12099584,248254061,28667904,79008675,22245376,27166354,24944640,36316238,14626816,0,6545408,682646,12140544,0,6217728,663139,12713984,17713169,23470080,19454871,13385728,1237,6418432,732200,12136448,2944,6025216,685661,12140544,9532963,132657152,1857122,47165440,1619227,63873024,,,,,,,,
2025-03-27 22:49:49,323089947,109953024,13779242,21049344,,,19057045,274268160,114971163,696578048,161231345,139927552,12005516,243441664,173236861,383369216,336869189,131002368,510106050,514371584,134028208,970846208,644134258,1485217792,,,,,13779242,21049344,18077175,28631040,,,,,,,,,3413,6254592,681434,12099584,275992068,31064064,91706005,21962752,24572232,24645632,30135027,15495168,3879,6545408,700126,12144640,7583,6217728,657574,12189696,22505487,22781952,17951910,13123584,3302,6418432,639442,12140544,1983,6025216,682652,12140544,9209700,132399104,1354277,47165440,1441539,63877120,,,,,,,,
2025-03-27 22:49:59,323089947,109953024,13779242,21049344,,,19057045,274268160,114971163,696578048,161231345,139927552,12005516,243441664,173236861,383369216,336869189,131002368,510106050,514371584,134028208,970846208,644134258,1485217792,,,,,13779242,21049344,18077175,28631040,,,,,,,,,3413,6254592,681434,12099584,275992068,31064064,91706005,21962752,24572232,24645632,30135027,15495168,3879,6545408,700126,12144640,7583,6217728,657574,12189696,22505487,22781952,17951910,13123584,3302,6418432,639442,12140544,1983,6025216,682652,12140544,9209700,132399104,1354277,47165440,1441539,63877120,,,,,,,,
2025-03-27 22:50:09,323089947,109953024,13779242,21049344,,,19057045,274268160,114971163,696578048,161231345,139927552,12005516,243441664,173236861,383369216,336869189,131002368,510106050,514371584,134028208,970846208,644134258,1485217792,,,,,13779242,21049344,18077175,28631040,,,,,,,,,3413,6254592,681434,12099584,275992068,31064064,91706005,21962752,24572232,24645632,30135027,15495168,3879,6545408,700126,12144640,7583,6217728,657574,12189696,22505487,22781952,17951910,13123584,3302,6418432,639442,12140544,1983,6025216,682652,12140544,9209700,132399104,1354277,47165440,1441539,63877120,,,,,,,,
2025-03-27 22:50:19,306958477,109170688,12664816,21049344,,,18986198,274612224,126043542,701890560,160478816,141688832,13433914,242561024,173912730,384249856,319623293,130220032,493536023,514469888,145029740,976502784,638565763,1490972672,,,,,12664816,21049344,15538606,29069312,,,,,,,,,3354,6254592,682431,12099584,260676336,30007296,88312511,23318528,27999030,24641536,34124148,15491072,0,6545408,689020,12144640,0,6217728,700382,12189696,18268552,23060480,19041263,13090816,4428,6418432,708577,12144640,6777,6025216,681878,12140544,9339232,133001216,1646041,47185920,2448641,62373888,,,,,,,,
2025-03-27 22:50:29,306958477,109170688,12664816,21049344,,,18986198,274612224,126043542,701890560,160478816,141688832,13433914,242561024,173912730,384249856,319623293,130220032,493536023,514469888,145029740,976502784,638565763,1490972672,,,,,12664816,21049344,15538606,29069312,,,,,,,,,3354,6254592,682431,12099584,260676336,30007296,88312511,23318528,27999030,24641536,34124148,15491072,0,6545408,689020,12144640,0,6217728,700382,12189696,18268552,23060480,19041263,13090816,4428,6418432,708577,12144640,6777,6025216,681878,12140544,9339232,133001216,1646041,47185920,2448641,62373888,,,,,,,,
2025-03-27 22:50:40,306958477,109170688,12664816,21049344,,,18986198,274612224,126043542,701890560,160478816,141688832,13433914,242561024,173912730,384249856,319623293,130220032,493536023,514469888,145029740,976502784,638565763,1490972672,,,,,12664816,21049344,15538606,29069312,,,,,,,,,3354,6254592,682431,12099584,260676336,30007296,88312511,23318528,27999030,24641536,34124148,15491072,0,6545408,689020,12144640,0,6217728,700382,12189696,18268552,23060480,19041263,13090816,4428,6418432,708577,12144640,6777,6025216,681878,12140544,9339232,133001216,1646041,47185920,2448641,62373888,,,,,,,,
2025-03-27 22:50:50,305521641,109789184,0,0,,,21429386,272728064,116355289,701841408,117867724,112087040,14053312,242728960,131921036,354816000,305521641,109789184,437442677,464605184,137784675,974569472,575227352,1439174656,,,,,0,0,0,0,,,,,,,,,992,6254592,676927,12103680,262783843,30171136,59766969,22568960,21297520,24584192,35574434,15392768,3421,6545408,666264,12410880,5923,6217728,672682,12189696,21429942,23572480,19129776,13127680,0,6418432,668635,12144640,0,6025216,712037,12148736,11130741,132628480,1382302,47702016,1540269,62398464,,,,,,,,
2025-03-27 22:51:01,305521641,109789184,0,0,,,21429386,272728064,116355289,701841408,117867724,112087040,14053312,242728960,131921036,354816000,305521641,109789184,437442677,464605184,137784675,974569472,575227352,1439174656,,,,,0,0,0,0,,,,,,,,,992,6254592,676927,12103680,262783843,30171136,59766969,22568960,21297520,24584192,35574434,15392768,3421,6545408,666264,12410880,5923,6217728,672682,12189696,21429942,23572480,19129776,13127680,0,6418432,668635,12144640,0,6025216,712037,12148736,11130741,132628480,1382302,47702016,1540269,62398464,,,,,,,,
2025-03-27 22:51:11,305521641,109789184,0,0,,,21429386,272728064,116355289,701841408,117867724,112087040,14053312,242728960,131921036,354816000,305521641,109789184,437442677,464605184,137784675,974569472,575227352,1439174656,,,,,0,0,0,0,,,,,,,,,992,6254592,676927,12103680,262783843,30171136,59766969,22568960,21297520,24584192,35574434,15392768,3421,6545408,666264,12410880,5923,6217728,672682,12189696,21429942,23572480,19129776,13127680,0,6418432,668635,12144640,0,6025216,712037,12148736,11130741,132628480,1382302,47702016,1540269,62398464,,,,,,,,
2025-03-27 22:51:22,47601321,107102208,0,0,,,17812079,273035264,58093298,706768896,32478728,111443968,16759948,242077696,49238676,353521664,47601321,107102208,96839997,460623872,75905377,979804160,172745374,1440428032,,,,,0,0,0,0,,,,,,,,,1070,6254592,684962,12111872,44028493,27779072,21856605,21651456,1205132,24629248,5304790,15396864,1167,6545408,702455,12156928,0,6217728,723390,12713984,2364579,23232512,1891243,13115392,0,6418432,683610,12144640,880,6025216,631673,12152832,12865556,132489216,1743257,47190016,2151135,62398464,,,,,,,,
