timestamp,faces CPU,faces mem,load CPU,load mem,iperf CPU,iperf mem,gke CPU,gke mem,k8s CPU,k8s mem,data-plane CPU,data-plane mem,control-plane CPU,control-plane mem,mesh CPU,mesh mem,non-mesh CPU,non-mesh mem,business CPU,business mem,overhead CPU,overhead mem,total CPU,total mem,load app CPU,load app mem,load mesh CPU,load mesh mem,wrk2 app CPU,wrk2 app mem,wrk2 mesh CPU,wrk2 mesh mem,iperf app CPU,iperf app mem,iperf mesh CPU,iperf mesh mem,iperf-client app CPU,iperf-client app mem,iperf-client mesh CPU,iperf-client mesh mem,faces-gui app CPU,faces-gui app mem,faces-gui mesh CPU,faces-gui mesh mem,face app CPU,face app mem,face mesh CPU,face mesh mem,smiley app CPU,smiley app mem,smiley mesh CPU,smiley mesh mem,smiley2 app CPU,smiley2 app mem,smiley2 mesh CPU,smiley2 mesh mem,smiley3 app CPU,smiley3 app mem,smiley3 mesh CPU,smiley3 mesh mem,color app CPU,color app mem,color mesh CPU,color mesh mem,color2 app CPU,color2 app mem,color2 mesh CPU,color2 mesh mem,color3 app CPU,color3 app mem,color3 mesh CPU,color3 mesh mem,linkerd-destination mesh CPU,linkerd-destination mesh mem,linkerd-identity mesh CPU,linkerd-identity mesh mem,linkerd-proxy-injector mesh CPU,linkerd-proxy-injector mesh mem,istiod mesh CPU,istiod mesh mem,istio-ingressgateway mesh CPU,istio-ingressgateway mesh mem,waypoint mesh CPU,waypoint mesh mem,ztunnel mesh CPU,ztunnel mesh mem
2025-03-27 16:02:08,45722,128876544,,,,,14214182,259727360,36828789,831619072,9504686,242614272,5191222,134303744,14695908,376918016,45722,128876544,14741630,505794560,51042971,1091346432,65784601,1597140992,,,,,,,,,,,,,,,,,0,8822784,,,28434,41979904,,,0,29175808,,,4012,6541312,,,4030,5971968,,,0,23760896,,,2888,6291456,,,6358,6332416,,,,,,,,,5191222,134303744,,,4585214,204894208,4919472,37720064
2025-03-27 16:02:19,45722,128876544,,,,,14214182,259727360,36828789,831619072,9504686,242614272,5191222,134303744,14695908,376918016,45722,128876544,14741630,505794560,51042971,1091346432,65784601,1597140992,,,,,,,,,,,,,,,,,0,8822784,,,28434,41979904,,,0,29175808,,,4012,6541312,,,4030,5971968,,,0,23760896,,,2888,6291456,,,6358,6332416,,,,,,,,,5191222,134303744,,,4585214,204894208,4919472,37720064
2025-03-27 16:02:29,45722,128876544,,,,,14214182,259727360,36828789,831619072,9504686,242614272,5191222,134303744,14695908,376918016,45722,128876544,14741630,505794560,51042971,1091346432,65784601,1597140992,,,,,,,,,,,,,,,,,0,8822784,,,28434,41979904,,,0,29175808,,,4012,6541312,,,4030,5971968,,,0,23760896,,,2888,6291456,,,6358,6332416,,,,,,,,,5191222,134303744,,,4585214,204894208,4919472,37720064
2025-03-27 16:02:39,90519527,130244608,16662050,21114880,,,14884601,262389760,39707198,843452416,98222291,246153216,5478906,136351744,103701197,382504960,107181577,151359488,210882774,533864448,54591799,1105842176,265474573,1639706624,,,,,16662050,21114880,,,,,,,,,,,2830,8822784,,,75879882,43233280,,,4242314,29216768,,,0,6541312,,,0,5971968,,,10392242,23834624,,,954,6291456,,,1305,6332416,,,,,,,,,5478906,136351744,,,42741334,207400960,55480957,38752256
2025-03-27 16:02:49,90519527,130244608,16662050,21114880,,,14884601,262389760,39707198,843452416,98222291,246153216,5478906,136351744,103701197,382504960,107181577,151359488,210882774,533864448,54591799,1105842176,265474573,1639706624,,,,,16662050,21114880,,,,,,,,,,,2830,8822784,,,75879882,43233280,,,4242314,29216768,,,0,6541312,,,0,5971968,,,10392242,23834624,,,954,6291456,,,1305,6332416,,,,,,,,,5478906,136351744,,,42741334,207400960,55480957,38752256
2025-03-27 16:02:59,90519527,130244608,16662050,21114880,,,14884601,262389760,39707198,843452416,98222291,246153216,5478906,136351744,103701197,382504960,107181577,151359488,210882774,533864448,54591799,1105842176,265474573,1639706624,,,,,16662050,21114880,,,,,,,,,,,2830,8822784,,,75879882,43233280,,,4242314,29216768,,,0,6541312,,,0,5971968,,,10392242,23834624,,,954,6291456,,,1305,6332416,,,,,,,,,5478906,136351744,,,42741334,207400960,55480957,38752256
2025-03-27 16:03:09,254388405,131538944,16139502,21114880,,,10607705,262799360,49065304,843747328,295247976,247037952,3123486,136450048,298371462,383488000,270527907,152653824,568899369,536141824,59673009,1106546688,628572378,1642688512,,,,,16139502,21114880,,,,,,,,,,,1053,8822784,,,210756209,44048384,,,24387981,29646848,,,3227,6541312,,,5061,5971968,,,19231293,23883776,,,1956,6291456,,,1625,6332416,,,,,,,,,3123486,136450048,,,159044439,208257024,136203537,38780928
2025-03-27 16:03:20,254388405,131538944,16139502,21114880,,,10607705,262799360,49065304,843747328,295247976,247037952,3123486,136450048,298371462,383488000,270527907,152653824,568899369,536141824,59673009,1106546688,628572378,1642688512,,,,,16139502,21114880,,,,,,,,,,,1053,8822784,,,210756209,44048384,,,24387981,29646848,,,3227,6541312,,,5061,5971968,,,19231293,23883776,,,1956,6291456,,,1625,6332416,,,,,,,,,3123486,136450048,,,159044439,208257024,136203537,38780928
2025-03-27 16:03:30,254388405,131538944,16139502,21114880,,,10607705,262799360,49065304,843747328,295247976,247037952,3123486,136450048,298371462,383488000,270527907,152653824,568899369,536141824,59673009,1106546688,628572378,1642688512,,,,,16139502,21114880,,,,,,,,,,,1053,8822784,,,210756209,44048384,,,24387981,29646848,,,3227,6541312,,,5061,5971968,,,19231293,23883776,,,1956,6291456,,,1625,6332416,,,,,,,,,3123486,136450048,,,159044439,208257024,136203537,38780928
2025-03-27 16:03:40,280984706,130326528,15893085,21110784,,,13400823,260947968,45037085,841240576,258048509,248020992,3703099,136654848,261751608,384675840,296877791,151437312,558629399,536113152,58437908,1102188544,617067307,1638301696,,,,,15893085,21110784,,,,,,,,,,,2761,8822784,,,238181963,43188224,,,22635351,29274112,,,0,6541312,,,0,5971968,,,20163419,23904256,,,1212,6291456,,,0,6332416,,,,,,,,,3703099,136654848,,,148223091,208883712,109825418,39137280
